Model Year,Make,Model,Electric Vehicle Type,CAFV,Electric Range,Electric Utility
2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,0.141993958,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
2015,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.232628399,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
2015,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,0.039274924,PUGET SOUND ENERGY INC
2018,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,0.123867069,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY
2020,HYUNDAI,IONIQ,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.495468278,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
2022,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,0.048338369,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
2015,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,0.096676737,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
2017,MERCEDES-BENZ,GLE-CLASS,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,0.012084592,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.785498489,PUGET SOUND ENERGY INC
2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.235649547,PUGET SOUND ENERGY INC
2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.435045317,BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY
2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,0.141993958,PUGET SOUND ENERGY INC
2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.435045317,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,0.141993958,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 3 OF MASON COUNTY
2019,JAGUAR,I-PACE,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.688821752,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
2017,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,0.045317221,AVISTA CORP
2020,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,0.123867069,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY
2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,0.141993958,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
2018,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,0.081570997,PUGET SOUND ENERGY INC
2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.610271903,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
2014,SMART,FORTWO ELECTRIC DRIVE,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.157099698,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,0.141993958,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY
2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.202416918,PUGET SOUND ENERGY INC
2012,FISKER,KARMA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,0.081570997,BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY
2012,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,0.087613293,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 3 OF MASON COUNTY
2014,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,0.096676737,BONNEVILLE POWER ADMINISTRATION||ORCAS POWER & LIGHT COOP
2021,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,0.078549849,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.435045317,PUGET SOUND ENERGY INC
2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.235649547,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
2021,MINI,HARDTOP,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.314199396,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
2014,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.235649547,BONNEVILLE POWER ADMINISTRATION||ORCAS POWER & LIGHT COOP
2017,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,0.024169184,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
2020,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.703927492,CITY OF TACOMA - (WA)||TANNER ELECTRIC COOP
2015,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,0.096676737,"BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||BIG BEND ELECTRIC COOP, INC"
2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.700906344,BONNEVILLE POWER ADMINISTRATION||CITY OF RICHLAND - (WA)
2012,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,0.087613293,PUGET SOUND ENERGY INC
2022,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,0.048338369,PUGET SOUND ENERGY INC
2017,KIA,OPTIMA,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,0.069486405,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 3 OF MASON COUNTY
2013,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,0.039274924,BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY
2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.235649547,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
2015,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.226586103,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
2017,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,0.045317221,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
2015,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.226586103,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
2018,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,0.123867069,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||ELMHURST MUTUAL POWER & LIGHT CO|PENINSULA LIGHT COMPANY
2019,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.854984894,BONNEVILLE POWER ADMINISTRATION||CITY OF PORT ANGELES - (WA)
2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.63141994,BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY
2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.610271903,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.235649547,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.86102719,PUGET SOUND ENERGY INC
2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.854984894,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
2012,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,0.087613293,PUGET SOUND ENERGY INC
2015,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.226586103,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
2012,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,0.087613293,PACIFICORP
2014,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.226586103,BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY
2022,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,0.072507553,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.86102719,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 3 OF MASON COUNTY
2014,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY
2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,0.141993958,PUGET SOUND ENERGY INC
2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.64652568,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY
2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.86102719,BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY
2018,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,0.274924471,PUGET SOUND ENERGY INC
2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.64652568,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
2023,JEEP,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,0.057401813,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.63141994,PUGET SOUND ENERGY INC
2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.954682779,BONNEVILLE POWER ADMINISTRATION||CITY OF RICHLAND - (WA)
2017,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,0.024169184,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY
2015,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,0.19939577,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
2019,JAGUAR,I-PACE,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.688821752,PUGET SOUND ENERGY INC
2020,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.978851964,PUD NO 1 OF DOUGLAS COUNTY
2018,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,0.081570997,BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY
2022,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,0.045317221,PUGET SOUND ENERGY INC
2021,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,0.108761329,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
2017,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,0.057401813,PUGET SOUND ENERGY INC
2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.438066465,PUGET SOUND ENERGY INC
2016,SMART,FORTWO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.187311178,PUGET SOUND ENERGY INC
2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,0.141993958,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY
2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.854984894,PUGET SOUND ENERGY INC
2021,FORD,ESCAPE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,0.096676737,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
2014,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,0.096676737,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.64652568,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.700906344,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
2019,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,0.060422961,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.700906344,PUD NO 1 OF DOUGLAS COUNTY
2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.734138973,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
2021,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,0.072507553,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.610271903,PUGET SOUND ENERGY INC
2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.435045317,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
2015,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,0.039274924,PACIFICORP
2020,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,0.078549849,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.438066465,PUGET SOUND ENERGY INC
